model,horizon,test_year,y_true,y_pred,pi_lower,pi_upper,pi_width,interval_score,covered
ARIMAX,1,2015,8.974580086118658,7.632926837106436,6.5274820206046185,8.738371653608255,2.210889633003636,11.6592,False
ARIMAX,2,2016,7.888437070186669,7.390952005116276,6.221637312054237,8.560266698178314,2.338629386124077,2.3386,True
ARIMAX,3,2017,8.280339577079515,7.301589347687204,6.124911526207987,8.478267169166422,2.3533556429584346,2.3534,True
ARIMAX,4,2018,7.755935639187829,7.2776477011562095,6.100097515334245,8.455197886978173,2.3551003716439274,2.3551,True
ARIMAX,1,2016,7.888437070186669,7.865214557605713,6.745509362722478,8.984919752488947,2.2394103897664692,2.2394,True
ARIMAX,2,2017,8.280339577079515,7.4707272848748865,6.289534929662294,8.65191964008748,2.362384710425185,2.3624,True
ARIMAX,3,2018,7.755935639187829,7.367933905428402,6.180002970230256,8.555864840626548,2.3758618703962915,2.3759,True
ARIMAX,4,2019,8.935340611677379,7.329245980239425,6.140557042507278,8.517934917971573,2.377377875464295,19.0736,False
ARIMAX,1,2017,8.280339577079515,7.661747758965612,6.529393970432529,8.794101547498697,2.2647075770661678,2.2647,True
ARIMAX,2,2018,7.755935639187829,7.520535847612621,6.209732849900411,8.83133884532483,2.621605995424418,2.6216,True
ARIMAX,3,2019,8.935340611677379,7.436167057372529,6.0699879816518445,8.802346133093213,2.7323581514413684,8.0521,False
ARIMAX,4,2020,6.962318260153343,7.386515731102208,6.002012292617291,8.771019169587126,2.7690068769698346,2.769,True
ARIMAX,1,2018,7.755935639187829,7.8989911598784355,6.767608564024127,9.030373755732743,2.262765191708616,2.2628,True
ARIMAX,2,2019,8.935340611677379,7.678130371494227,6.357827508460057,8.998433234528397,2.6406057260683404,2.6406,True
ARIMAX,3,2020,6.962318260153343,7.547179679116434,6.164863802956781,8.929495555276088,2.764631752319307,2.7646,True
ARIMAX,4,2021,7.812622033977193,7.468833338135539,6.064752944048283,8.872913732222795,2.8081607881745123,2.8082,True
ARIMAX,1,2019,8.935340611677379,7.619915684171272,6.558045845558195,8.681785522784349,2.123739677226154,12.2659,False
ARIMAX,2,2020,6.962318260153343,7.690840005969402,6.428595431727852,8.953084580210952,2.5244891484830996,2.5245,True
ARIMAX,3,2021,7.812622033977193,7.553352581470381,6.217090487776121,8.88961467516464,2.67252418738852,2.6725,True
ARIMAX,4,2022,8.570540370269171,7.496166049594385,6.130504239279986,8.861827859908784,2.731323620628798,2.7313,True
ARIMAX,1,2020,6.962318260153343,8.362385715609973,7.266840313244353,9.457931117975592,2.191090804731239,14.372,False
ARIMAX,2,2021,7.812622033977193,8.037366779718683,6.713841423045705,9.360892136391662,2.6470507133459575,2.6471,True
ARIMAX,3,2022,8.570540370269171,7.820485310149384,6.404458175388648,9.23651244491012,2.832054269521473,2.8321,True
ARIMAX,4,2023,8.1,7.674644377736516,6.218081279447928,9.131207476025104,2.913126196577176,2.9131,True
ARIMAX,1,2021,7.812622033977193,7.164360835931863,5.970264897512316,8.358456774351408,2.388191876839092,2.3882,True
ARIMAX,2,2022,8.570540370269171,7.24727069712154,5.8692952373639695,8.625246156879111,2.7559509195151417,2.756,True
ARIMAX,3,2023,8.1,7.291720603543461,5.857952288892571,8.725488918194351,2.86753662930178,2.8675,True
ARIMAX,4,2024,7.281128211789584,7.31699500003393,5.865193985454506,8.768796014613354,2.903602029158848,2.9036,True
ARIMAX,1,2022,8.570540370269171,7.5406376249773235,6.352657296051925,8.728617953902722,2.375960657850797,2.376,True
ARIMAX,2,2023,8.1,7.464001269598101,6.099301019742007,8.828701519454194,2.7294004997121872,2.7294,True
ARIMAX,3,2024,7.281128211789584,7.427640676149396,6.011095512765161,8.844185839533631,2.8330903267684704,2.8331,True
ARIMAX,1,2023,8.1,8.085615858931419,6.872431224166193,9.298800493696644,2.4263692695304515,2.4264,True
ARIMAX,2,2024,7.281128211789584,7.808963799037112,6.408851986048628,9.209075612025597,2.800223625976969,2.8002,True
ARIMAX,1,2024,7.281128211789584,7.697935711823397,6.496682015314399,8.899189408332393,2.402507393017994,2.4025,True
Prophet,1,2001,7.08,7.873843526555813,7.174328715425017,8.553575231522519,1.3792465160975018,5.1524,False
Prophet,2,2002,8.0,8.283195851199698,7.55850222938167,8.948672173977124,1.3901699445954545,1.3902,True
Prophet,3,2003,7.78,8.408378109883653,7.676989084297671,9.160895652618303,1.4839065683206316,1.4839,True
Prophet,4,2004,7.77,8.510847552176767,7.790358382161293,9.282939552404661,1.4925811702433682,2.3069,False
Prophet,1,2002,8.0,7.900099151311441,7.156293953339179,8.66486418139881,1.5085702280596314,1.5086,True
Prophet,2,2003,7.78,8.229254802377715,7.4299618991744625,9.065057972035103,1.63509607286064,1.6351,True
Prophet,3,2004,7.77,8.310721676046823,7.500658338803898,9.168729362519093,1.6680710237151946,1.6681,True
Prophet,4,2005,7.96,8.4206988195479,7.63047158520493,9.186946614703194,1.556475029498264,1.5565,True
Prophet,1,2003,7.78,7.938730534955802,7.188006557556694,8.696337775525558,1.5083312179688644,1.5083,True
Prophet,2,2004,7.77,8.248892100804037,7.486715069147185,9.043993060082373,1.5572779909351881,1.5573,True
Prophet,3,2005,7.96,8.386771783990032,7.58346446002534,9.23374339831656,1.6502789382912209,1.6503,True
Prophet,4,2006,8.03864910059748,8.477396769088422,7.731414015082543,9.228623467881551,1.4972094527990079,1.4972,True
Prophet,1,2004,7.77,7.933205198703019,7.133223610591164,8.672609060497203,1.5393854499060389,1.5394,True
Prophet,2,2005,7.96,8.284912354045137,7.4741178335193075,9.111114286230398,1.6369964527110907,1.637,True
Prophet,3,2006,8.03864910059748,8.432243473994056,7.663929779643341,9.16231503461629,1.4983852549729484,1.4984,True
Prophet,4,2007,7.234262738177594,8.568447675540389,7.789869798603993,9.351602306054156,1.561732507450163,23.786,False
Prophet,1,2005,7.96,8.137094693321794,7.396512960742223,8.894998296558214,1.4984853358159906,1.4985,True
Prophet,2,2006,8.03864910059748,8.332985359284208,7.579043358717988,9.107917110268083,1.528873751550095,1.5289,True
Prophet,3,2007,7.234262738177594,8.387282350696367,7.554927293500837,9.164947780740963,1.610020487240126,14.4366,False
Prophet,4,2008,8.281402712725113,8.489730699832442,7.688848844383209,9.29717954860501,1.6083307042218014,1.6083,True
Prophet,1,2006,8.03864910059748,8.046527154448126,7.254604341947539,8.772687523824207,1.5180831818766674,1.5181,True
Prophet,2,2007,7.234262738177594,8.322935837886977,7.543279920087816,9.079600778275084,1.5363208581872687,13.897,False
Prophet,3,2008,8.281402712725113,8.488374779500266,7.71762630574844,9.23732203086647,1.5196957251180292,1.5197,True
Prophet,4,2009,7.927665247495372,8.547982815013142,7.791219948982538,9.296057079644887,1.5048371306623496,1.5048,True
Prophet,1,2007,7.234262738177594,8.144400750990448,7.42492642062149,8.85337540649966,1.4284489858781706,9.055,False
Prophet,2,2008,8.281402712725113,8.48757198720552,7.774492648858528,9.271465170318644,1.4969725214601155,1.497,True
Prophet,3,2009,7.927665247495372,8.513848267240371,7.760444024998977,9.214917876332306,1.4544738513333293,1.4545,True
Prophet,4,2010,7.7,8.649155958441597,7.899299492981871,9.339461447279083,1.4401619542972117,9.4121,False
Prophet,1,2008,8.281402712725113,7.7847585751481105,6.978700173153448,8.540152413276951,1.5614522401235034,1.5615,True
Prophet,2,2009,7.927665247495372,8.394087242563346,7.628983400206111,9.149955166441613,1.520971766235502,1.521,True
Prophet,3,2010,7.7,8.383025353211593,7.5729049592284765,9.153016715673036,1.58011175644456,1.5801,True
Prophet,4,2011,7.7,8.477296391456349,7.718360441099489,9.29307987765521,1.5747194365557204,2.3091,False
Prophet,1,2009,7.927665247495372,8.304548684741054,7.559875808551855,9.049268381402054,1.4893925728501998,1.4894,True
Prophet,2,2010,7.7,8.399869231261862,7.592331050487914,9.078777810433484,1.4864467599455704,1.4864,True
Prophet,3,2011,7.7,8.469729577723902,7.680077001839989,9.272055916668771,1.5919789148287817,1.592,True
Prophet,4,2012,6.662665686341732,8.553850315862059,7.758159502289244,9.368901623626193,1.6107421213369495,45.4305,False
Prophet,1,2010,7.7,8.20649775583929,7.38030192421854,8.991132643699698,1.6108307194811582,1.6108,True
Prophet,2,2011,7.7,8.434146525124547,7.612031430403362,9.168447474306452,1.5564160439030905,1.5564,True
Prophet,3,2012,6.662665686341732,8.471080674438719,7.723211403908583,9.25679743984019,1.5335860359316067,43.9554,False
Prophet,4,2013,7.383846462514578,8.566365936650122,7.801065909348177,9.322703160672297,1.5216372513241208,18.2104,False
Prophet,1,2011,7.7,8.131695721557461,7.358061849505173,8.87461464921092,1.5165527997057477,1.5166,True
Prophet,2,2012,6.662665686341732,8.217526900211652,7.427092909339184,8.980182473503497,1.5530895641643125,32.1302,False
Prophet,3,2013,7.383846462514578,8.268332786331527,7.531245939210805,8.958610396635688,1.4273644574248827,7.3233,False
Prophet,4,2014,8.57865036450464,8.30943657280669,7.511663044480374,9.041934338617619,1.5302712941372452,1.5303,True
Prophet,1,2012,6.662665686341732,7.861023653935518,7.17813874271075,8.551822620244764,1.3736838775340132,21.9926,False
Prophet,2,2013,7.383846462514578,8.205124970817275,7.4744272962579865,8.907378205762535,1.432950909504549,5.0562,False
Prophet,3,2014,8.57865036450464,8.26967371731708,7.533954048161278,8.99464162854269,1.4606875803814114,1.4607,True
Prophet,4,2015,8.974580086118658,8.306087000184261,7.561273766289848,9.10364129257161,1.5423675262817609,1.5424,True
Prophet,1,2013,7.383846462514578,7.242377134005181,6.44168940011312,8.055978342459884,1.6142889423467643,1.6143,True
Prophet,2,2014,8.57865036450464,8.345433441064289,7.611689821392719,9.117338077974592,1.505648256581873,1.5056,True
Prophet,3,2015,8.974580086118658,8.137777895517477,7.4079145769114,8.906105574673692,1.4981909977622916,4.2372,False
Prophet,4,2016,7.888437070186669,8.276306094896556,7.552283938872794,9.018509908499079,1.4662259696262847,1.4662,True
Prophet,1,2014,8.57865036450464,7.858747147718839,7.107708118203679,8.603373170281522,1.4956650520778423,1.4957,True
Prophet,2,2015,8.974580086118658,7.692421197558801,6.940861534476337,8.43631682516292,1.495455290686584,23.026,False
Prophet,3,2016,7.888437070186669,7.731170463193193,6.999634752977916,8.459518621795624,1.459883868817708,1.4599,True
Prophet,4,2017,8.280339577079515,7.720834070253196,6.9887808534209865,8.469207781147173,1.4804269277261861,1.4804,True
Prophet,1,2015,8.974580086118658,8.329286447337758,7.496599009090869,9.14731168266507,1.6507126735742004,1.6507,True
Prophet,2,2016,7.888437070186669,8.393812781313336,7.492756830230203,9.295400123164743,1.8026432929345404,1.8026,True
Prophet,3,2017,8.280339577079515,8.473413223513864,7.6056428775849065,9.361395981971212,1.7557531043863053,1.7558,True
Prophet,4,2018,7.755935639187829,8.520649855219798,7.648557221592735,9.38707332097493,1.7385160993821946,1.7385,True
Prophet,1,2016,7.888437070186669,8.744565729232782,7.859912686330921,9.609816854814541,1.7499041684836198,1.7499,True
Prophet,2,2017,8.280339577079515,8.535293350533495,7.674124852209376,9.381638471801862,1.7075136195924863,1.7075,True
Prophet,3,2018,7.755935639187829,8.557114052672006,7.601873707576285,9.449510594795791,1.8476368872195064,1.8476,True
Prophet,4,2019,8.935340611677379,8.61585603399879,7.704516655089382,9.426465821290973,1.7219491662015916,1.7219,True
Prophet,1,2017,8.280339577079515,8.078368763116334,7.154316412554251,8.899317908307486,1.7450014957532352,1.745,True
Prophet,2,2018,7.755935639187829,8.627233071793148,7.752902768379931,9.498576366145109,1.7456735977651778,1.7457,True
Prophet,3,2019,8.935340611677379,8.51509478291174,7.678197246291693,9.337756665647678,1.6595594193559853,1.6596,True
Prophet,4,2020,6.962318260153343,8.632046383484786,7.74106858438839,9.561130658924544,1.8200620745361533,32.9701,False
Prophet,1,2018,7.755935639187829,8.604018526125122,7.731944844693351,9.458339355342346,1.726394510648995,1.7264,True
Prophet,2,2019,8.935340611677379,8.522312639311934,7.6644452825756275,9.387004837776423,1.722559555200796,1.7226,True
Prophet,3,2020,6.962318260153343,8.561873981673228,7.700875318614446,9.405503084840676,1.7046277662262304,31.2469,False
Prophet,4,2021,7.812622033977193,8.616920180878742,7.770347160576176,9.488665747027719,1.7183185864515433,1.7183,True
Prophet,1,2019,8.935340611677379,7.947038720612732,7.1645952491393246,8.721504530109561,1.5569092809702365,10.1104,False
Prophet,2,2020,6.962318260153343,7.997071297355429,7.186533287184912,8.789170905739658,1.6026376185547457,10.5712,False
Prophet,3,2021,7.812622033977193,8.222028579914152,7.475734327482133,8.984682807960443,1.5089484804783098,1.5089,True
Prophet,4,2022,8.570540370269171,8.229667366827808,7.467806824813152,9.004287983978676,1.5364811591655236,1.5365,True
Prophet,1,2020,6.962318260153343,8.438605757565934,7.621254478097514,9.32150032419728,1.7002458460997651,28.0577,False
Prophet,2,2021,7.812622033977193,8.55616909485938,7.702938287371959,9.437201740817658,1.734263453445699,1.7343,True
Prophet,3,2022,8.570540370269171,8.61090606265995,7.767582916191808,9.353614628501925,1.5860317123101169,1.586,True
Prophet,4,2023,8.1,8.656145184609615,7.810589430848845,9.570408531937671,1.7598191010888264,1.7598,True
Prophet,1,2021,7.812622033977193,7.743787133261364,6.909955474543078,8.590804394826892,1.6808489202838137,1.6808,True
Prophet,2,2022,8.570540370269171,8.168725729189156,7.272991849605954,8.974593097092498,1.7016012474865443,1.7016,True
Prophet,3,2023,8.1,8.322673944299977,7.49691502217207,9.164634174279929,1.6677191521078587,1.6677,True
Prophet,4,2024,7.281128211789584,8.358170333569412,7.53087627266878,9.156438286757107,1.6255620140883265,11.6155,False
Prophet,1,2022,8.570540370269171,8.230645526969493,7.35694899099619,9.017717054683644,1.6607680636874536,1.6608,True
Prophet,2,2023,8.1,8.285052053519935,7.387334431988488,9.108799518279966,1.7214650862914782,1.7215,True
Prophet,3,2024,7.281128211789584,8.257113988835952,7.436496998171268,9.126285023724451,1.6897880255531827,7.9045,False
Prophet,1,2023,8.1,8.596363476960349,7.786432820373241,9.420624712914714,1.6341918925414731,1.6342,True
Prophet,2,2024,7.281128211789584,8.243049725209108,7.412400696814131,9.063912372224868,1.6515116754107373,6.9024,False
Prophet,1,2024,7.281128211789584,8.415169489314774,7.635058677952863,9.301969303447933,1.6669106254950705,15.8241,False
