model,horizon,test_year,y_true,y_pred,pi_lower,pi_upper,pi_width,interval_score,covered
SARIMA,4,2013,7.383846462514578,7.332260149755194,5.879965213389372,8.784555086121015,2.904589872731643,2.9046,True
SARIMA,1,2011,7.7,7.528981624688311,6.436093602989161,8.621869646387461,2.1857760433983,2.1858,True
SARIMA,2,2012,6.662665686341732,7.4157770714533875,6.105145222249005,8.72640892065777,2.6212636984087645,2.6213,True
SARIMA,3,2013,7.383846462514578,7.340842019300295,5.945466582523151,8.736217456077439,2.7907508735542876,2.7908,True
SARIMA,4,2014,8.57865036450464,7.291239226119938,5.860312168698339,8.722166283541537,2.8618541148431973,2.8619,True
SARIMA,1,2012,6.662665686341732,7.53595586969608,6.458928065853936,8.612983673538224,2.1540556076842883,2.1541,True
SARIMA,2,2013,7.383846462514578,7.426510467497527,6.131783069070605,8.721237865924449,2.589454796853844,2.5895,True
SARIMA,3,2014,8.57865036450464,7.353491725283397,5.972859231855963,8.734124218710832,2.7612649868548695,2.7613,True
SARIMA,4,2015,8.974580086118658,7.304775775527363,5.887579288657039,8.721972262397687,2.8343929737406475,12.9387,False
SARIMA,1,2013,7.383846462514578,6.834805584946526,5.733823727514813,7.935787442378239,2.2019637148634263,2.202,True
SARIMA,2,2014,8.57865036450464,6.945590435824286,5.636306741166024,8.254874130482548,2.6185673893165244,15.5696,False
SARIMA,3,2015,8.974580086118658,7.016888741931606,5.630464480900844,8.403313002962367,2.7728485220615227,25.6235,False
SARIMA,4,2016,7.888437070186669,7.062774514340887,5.6456287876924005,8.479920240989374,2.8342914532969736,2.8343,True
SARIMA,1,2014,8.57865036450464,7.311223640567178,6.21102636635416,8.411420914780196,2.2003945484260363,8.8896,False
SARIMA,2,2015,8.974580086118658,7.265959725443568,5.969560133827645,8.56235931705949,2.592799183231845,19.0816,False
SARIMA,3,2016,7.888437070186669,7.2377479050078195,5.872713969479463,8.602781840536176,2.730067871056713,2.7301,True
SARIMA,4,2017,8.280339577079515,7.220164211460202,5.829381018722462,8.61094740419794,2.781566385475478,2.7816,True
